"Item_Identifier","Outlet_Identifier","Prediction (Item_Outlet_Sales)"
"DRG13","OUT049",2691
"FDP01","OUT013",2568
"NCG54","OUT017",2827
"FDM13","OUT045",2095
"NCO18","OUT027",4237
"NCW41","OUT013",2568
"FDM52","OUT027",3765
"NCF55","OUT035",775
"FDT09","OUT046",2171
"NCM19","OUT035",1959
"FDW12","OUT018",2213
"FDP15","OUT019",2128
"FDK36","OUT045",791
"FDZ25","OUT035",2999
"NCW06","OUT049",3107
"FDW60","OUT046",2923
"DRC49","OUT013",2356
"NCT17","OUT035",3207
"NCN06","OUT018",2341
"FDC45","OUT013",2772
"DRJ47","OUT019",840
"NCF06","OUT045",4019
"FDE21","OUT010",17
"DRG27","OUT013",684
"FDW40","OUT049",2327
"NCO53","OUT046",2891
"FDE23","OUT049",899
"FDQ16","OUT046",1747
"FDS26","OUT045",3991
"FDZ13","OUT010",-1151
"FDS14","OUT049",2531
"FDC10","OUT045",1879
"FDY16","OUT049",3055
"FDJ20","OUT035",2263
"FDV43","OUT035",943
"FDZ32","OUT027",3205
"FDR23","OUT046",2787
"FDN24","OUT035",1047
"FDE34","OUT027",4285
"FDU31","OUT013",3612
"FDW33","OUT018",1485
"FDU26","OUT046",1899
"FDE20","OUT027",4221
"NCW05","OUT035",1847
"FDB22","OUT018",2229
"FDO56","OUT046",1971
"FDA19","OUT027",3533
"DRI39","OUT045",811
"FDH52","OUT018",801
"FDZ50","OUT035",3087
"NCN42","OUT035",2527
"FDB53","OUT013",2360
"DRG11","OUT017",1879
"DRK11","OUT027",3877
"FDQ60","OUT017",2115
"FDT36","OUT017",691
"DRG25","OUT018",2725
"DRJ23","OUT046",3051
"FDG05","OUT035",2711
"NCK06","OUT018",1721
"FDU52","OUT017",2567
"FDW07","OUT018",1241
"NCM17","OUT045",691
"FDA22","OUT045",2655
"NCA41","OUT018",2873
"FDF38","OUT035",967
"FDH52","OUT046",1067
"FDY58","OUT019",1744
"FDZ16","OUT045",3007
"NCM18","OUT017",1095
"FDA22","OUT018",2465
"NCJ43","OUT035",2983
"FDI34","OUT027",5077
"FDG56","OUT046",1099
"FDS34","OUT046",1899
"DRC01","OUT035",1079
"FDQ04","OUT035",823
"FDK04","OUT035",1135
"FDT51","OUT049",1923
"FDV26","OUT017",3231
"FDS04","OUT049",2175
"FDW43","OUT018",3489
"FDQ28","OUT010",533
"NCK06","OUT017",2067
"FDS23","OUT018",1825
"FDZ36","OUT019",1120
"FDE56","OUT018",829
"FDW10","OUT027",4213
"NCN14","OUT045",2851
"NCQ18","OUT045",1455
"FDW08","OUT017",1915
"FDU43","OUT035",4007
"FDR33","OUT010",-167
"FDM24","OUT010",501
"NCZ05","OUT046",1675
"NCV41","OUT035",2023
"FDV11","OUT018",2581
"NCY05","OUT035",823
"FDV44","OUT018",2873
"FDW32","OUT049",1499
"NCU18","OUT027",3661
"NCC43","OUT035",4167
"FDW19","OUT013",1932
"FDN31","OUT035",3271
"FDI48","OUT045",839
"FDS24","OUT017",1627
"FDF46","OUT049",1951
"DRG23","OUT017",2543
"FDG14","OUT018",2257
"NCY30","OUT049",2903
"FDO28","OUT018",1753
"DRD24","OUT035",2463
"FDI33","OUT049",1531
"FDN32","OUT046",3019
"FDR16","OUT045",3315
"FDF26","OUT046",2539
"NCN29","OUT018",621
"FDE20","OUT045",2735
"FDA46","OUT046",3035
"FDU28","OUT045",2923
"FDQ48","OUT045",1611
"FDV36","OUT013",2144
"FDR14","OUT018",557
"FDP23","OUT017",3575
"FDP56","OUT013",960
"FDK48","OUT010",-659
"FDR48","OUT046",2411
"NCY29","OUT049",1007
"FDM22","OUT018",709
"DRJ01","OUT013",2604
"FDZ43","OUT045",3887
"FDV03","OUT035",2663
"FDX11","OUT027",4317
"NCA41","OUT027",4501
"FDE38","OUT017",2819
"FDI27","OUT018",557
"FDN32","OUT013",3028
"NCN43","OUT017",2083
"FDB47","OUT027",4677
"FDV03","OUT017",2615
"NCN30","OUT045",1483
"NCV54","OUT010",-11
"FDV07","OUT013",1884
"FDP07","OUT049",3235
"FDK48","OUT018",1005
"FDM15","OUT019",560
"FDY19","OUT027",3349
"FDK46","OUT046",4123
"FDY11","OUT045",1099
"FDH09","OUT046",1083
"FDO08","OUT027",4125
"FDU14","OUT013",3984
"FDD22","OUT027",3197
"FDM27","OUT017",2635
"FDL02","OUT027",3157
"NCA17","OUT035",2567
"FDE38","OUT019",752
"NCG07","OUT049",3035
"DRC27","OUT013",3924
"FDA27","OUT035",4239
"FDW40","OUT045",2207
"DRI11","OUT013",1932
"FDN50","OUT046",1619
"FDR12","OUT046",2803
"FDT34","OUT027",3029
"FDW11","OUT035",1207
"NCO30","OUT027",4317
"FDZ34","OUT017",3243
"FDU45","OUT017",1987
"NCD42","OUT035",839
"FDX25","OUT045",2791
"NCR29","OUT046",1019
"FDX43","OUT019",864
"FDB04","OUT010",-531
"FDR49","OUT027",2165
"FDS39","OUT018",2081
"FDW58","OUT045",1663
"FDG22","OUT019",-1344
"FDG31","OUT017",1183
"NCV53","OUT027",5237
"DRJ37","OUT035",2567
"FDV07","OUT035",2023
"FDW52","OUT018",2453
"FDT15","OUT045",2939
"FDD02","OUT018",1709
"FDM16","OUT035",1431
"NCE55","OUT046",2747
"FDB57","OUT018",3393
"FDQ04","OUT013",748
"FDQ47","OUT019",-1376
"FDY14","OUT019",2208
"DRK37","OUT017",3115
"FDO25","OUT017",3443
"FDL57","OUT046",4155
"NCK29","OUT018",1725
"FDK46","OUT027",5549
"NCB43","OUT010",941
"DRE01","OUT027",5149
"FDC46","OUT018",2677
"FDQ23","OUT045",1651
"FDX38","OUT049",907
"FDG60","OUT018",3525
"FDW55","OUT017",4139
"FDP39","OUT013",900
"FDB20","OUT018",1113
"FDV21","OUT017",2075
"FDZ02","OUT013",1636
"FDP19","OUT027",3517
"FDA38","OUT035",4007
"FDH22","OUT045",1899
"DRM11","OUT045",4083
"FDO12","OUT027",4541
"FDT14","OUT049",1963
"FDW34","OUT010",1929
"FDG04","OUT027",4405
"FDW59","OUT018",1181
"FDR33","OUT018",1549
"FDP32","OUT013",2196
"FDL13","OUT027",5165
"FDD22","OUT013",1852
"FDV40","OUT027",2589
"NCD55","OUT046",667
"FDQ20","OUT010",-1163
"FDD28","OUT045",883
"FDC39","OUT045",3167
"NCR17","OUT049",1971
"DRO35","OUT018",1665
"FDF40","OUT049",4031
"FDR31","OUT018",2177
"NCQ41","OUT017",3259
"FDP38","OUT046",851
"NCU54","OUT027",4677
"FDG22","OUT018",417
"DRK59","OUT013",3768
"FDC37","OUT046",1755
"NCO42","OUT013",2368
"NCT42","OUT017",2515
"FDX27","OUT035",1735
"FDV40","OUT018",989
"FDT45","OUT027",2365
"FDS47","OUT019",-584
"FDR45","OUT035",3967
"FDB03","OUT045",3675
"FDO49","OUT035",1151
"FDU60","OUT027",4117
"FDB26","OUT018",721
"FDB46","OUT017",3527
"FDQ37","OUT019",1200
"FDN03","OUT017",4155
"NCX30","OUT045",3855
"FDK32","OUT019",632
"DRM47","OUT013",3124
"NCO02","OUT046",1091
"FDP04","OUT013",1116
"NCO43","OUT049",1691
"FDD59","OUT013",1448
"FDQ10","OUT017",2867
"FDW45","OUT035",2551
"NCK30","OUT049",4075
"FDU31","OUT018",3289
"NCQ17","OUT019",496
"FDN01","OUT017",2947
"FDZ19","OUT049",2875
"DRG37","OUT017",2607
"FDE32","OUT045",627
"FDO34","OUT049",2747
"FDM04","OUT019",-992
"FDZ25","OUT049",2863
"FDU08","OUT049",1727
"NCW30","OUT045",4027
"NCM18","OUT013",1016
"FDS22","OUT035",951
"NCH18","OUT017",3979
"FDC23","OUT013",2948
"FDY46","OUT013",3012
"NCU06","OUT046",3603
"FDX57","OUT045",1567
"FDX36","OUT027",4981
"FDL16","OUT045",643
"FDT16","OUT010",2209
"FDN16","OUT018",1449
"FDC03","OUT046",3003
"DRF60","OUT013",3876
"FDS27","OUT027",4589
"FDP33","OUT010",2025
"FDJ36","OUT018",1293
"NCR42","OUT013",592
"FDV14","OUT017",1491
"NCP42","OUT035",3287
"FDB50","OUT027",2661
"NCC30","OUT027",4205
"FDA23","OUT018",1433
"FDW16","OUT017",1623
"FDQ52","OUT010",1901
"FDB58","OUT049",2419
"NCP29","OUT049",1079
"NCM05","OUT045",4119
"FDO25","OUT013",3448
"NCM54","OUT046",2059
"NCL54","OUT046",2763
"FDL39","OUT010",937
"FDF53","OUT018",2645
"NCQ42","OUT035",2183
"FDF58","OUT013",1108
"FDZ04","OUT035",1231
"FDE26","OUT019",368
"FDS60","OUT017",3003
"FDV58","OUT017",3219
"FDM04","OUT045",831
"FDE08","OUT035",2567
"NCB43","OUT049",2979
"FDU11","OUT010",-27
"FDF22","OUT019",1456
"FDE24","OUT013",2276
"DRJ49","OUT046",2123
"NCQ53","OUT035",3935
"NCL41","OUT013",668
"FDR22","OUT013",1892
"FDH04","OUT035",1727
"DRH15","OUT045",671
"FDY40","OUT049",935
"NCI17","OUT035",1735
"NCC18","OUT013",2812
"FDY28","OUT027",4733
"FDB45","OUT027",3141
"NCL30","OUT018",1781
"FDM10","OUT017",3479
"FDH22","OUT027",3413
"NCZ53","OUT017",3163
"NCI18","OUT013",3564
"FDH14","OUT027",3749
"FDR36","OUT027",2157
"FDW01","OUT045",2379
"FDK02","OUT027",3325
"FDJ02","OUT018",2205
"FDU55","OUT013",4220
"NCV18","OUT027",2725
"FDH14","OUT018",2061
"FDZ37","OUT045",1467
"FDX49","OUT049",3791
"NCD43","OUT046",1659
"FDZ07","OUT013",1128
"FDK43","OUT035",2247
"FDR32","OUT018",3477
"FDT39","OUT013",2564
"NCV54","OUT017",2035
"FDF38","OUT018",565
"FDV60","OUT046",3163
"FDH44","OUT027",3829
"FDS21","OUT046",1075
"NCL41","OUT045",619
"FDM46","OUT017",1587
"FDU27","OUT045",763
"NCJ54","OUT017",3779
"DRG51","OUT018",2409
"NCA29","OUT019",800
"FDR47","OUT045",3007
"NCL19","OUT027",3677
"DRG01","OUT049",1327
"FDG10","OUT046",1035
"NCV05","OUT049",2519
"NCH18","OUT019",1936
"FDV14","OUT018",1149
"DRJ23","OUT035",3223
"DRJ11","OUT046",2987
"FDZ03","OUT017",3067
"FDI27","OUT010",-1151
"FDJ14","OUT018",1177
"FDU32","OUT017",2127
"FDD47","OUT027",4165
"DRF36","OUT035",3207
"FDM21","OUT046",4051
"FDV10","OUT018",541
"FDH60","OUT018",2905
"FDX47","OUT010",621
"FDT19","OUT019",744
"FDO11","OUT045",3971
"FDH24","OUT027",3949
"FDL02","OUT018",1545
"FDB02","OUT049",2947
"FDA43","OUT046",3155
"FDG52","OUT045",695
"DRC12","OUT013",3052
"FDY37","OUT018",2121
"NCU18","OUT045",2175
"FDU09","OUT035",1159
"DRJ25","OUT027",2165
"DRE12","OUT018",1577
"DRL47","OUT017",2147
"DRK01","OUT046",1611
"FDC22","OUT019",1088
"FDG44","OUT013",956
"FDW04","OUT035",2295
"FDK09","OUT049",3655
"NCN43","OUT035",2151
"FDG04","OUT049",3051
"FDH32","OUT010",-379
"DRI47","OUT017",2479
"DRE15","OUT013",1268
"FDY11","OUT035",1367
"FDO60","OUT049",835
"FDQ20","OUT018",537
"FDO57","OUT027",3941
"FDT14","OUT019",-48
"FDA57","OUT049",755
"DRN35","OUT017",747
"FDJ03","OUT046",843
"FDX28","OUT017",1703
"DRE25","OUT045",1395
"FDR09","OUT046",4107
"FDB23","OUT035",3879
"FDO08","OUT045",2635
"FDQ23","OUT049",1723
"FDW04","OUT013",2164
"DRK13","OUT010",1137
"NCL17","OUT027",3637
"FDY21","OUT035",3207
"FDJ38","OUT027",4501
"FDA37","OUT019",184
"FDV43","OUT013",836
"FDL36","OUT046",1499
"FDD53","OUT045",619
"FDZ19","OUT010",881
"FDV21","OUT045",1891
"NCL54","OUT018",2533
"DRI47","OUT027",3741
"DRG03","OUT049",2515
"FDG21","OUT013",2636
"FDW03","OUT018",1545
"NCI55","OUT046",1947
"DRC36","OUT019",912
"FDH22","OUT017",2111
"FDV20","OUT045",2067
"NCU41","OUT027",4469
"FDN46","OUT027",3077
"FDK50","OUT045",2563
"NCA05","OUT027",3781
"DRH01","OUT018",2497
"FDT08","OUT018",2213
"FDM08","OUT018",3417
"FDZ07","OUT035",1255
"FDS22","OUT017",939
"FDV35","OUT027",3869
"FDI28","OUT010",-659
"FDW58","OUT027",3157
"FDT52","OUT045",3843
"FDY34","OUT046",2691
"FDR10","OUT046",2587
"FDK57","OUT017",2043
"FDR02","OUT027",3149
"FDX49","OUT046",3755
"FDQ20","OUT046",763
"DRK23","OUT045",3927
"NCW06","OUT046",3019
"FDR31","OUT017",2551
"NCE43","OUT013",2684
"DRO59","OUT027",2661
"FDN09","OUT049",3943
"FDR11","OUT046",2579
"FDO57","OUT013",2596
"NCX18","OUT017",3239
"FDB05","OUT018",3685
"FDQ08","OUT018",877
"NCG43","OUT035",1663
"FDJ56","OUT013",1676
"FDA13","OUT010",-1319
"FDO56","OUT017",2083
"FDB37","OUT018",3661
"FDZ02","OUT018",1361
"FDQ24","OUT046",3963
"FDM16","OUT013",1300
"FDU35","OUT049",1671
"FDT35","OUT035",2903
"NCX30","OUT049",3963
"FDG04","OUT017",3107
"FDI12","OUT035",1623
"FDE35","OUT035",1271
"NCP14","OUT027",3053
"NCY53","OUT045",1707
"FDP49","OUT017",1115
"FDQ04","OUT017",811
"FDM39","OUT035",2999
"FDO58","OUT019",688
"FDC56","OUT017",2055
"NCQ54","OUT046",2667
"FDV10","OUT027",2157
"NCK17","OUT046",707
"NCF55","OUT027",2013
"FDV33","OUT013",4212
"NCH29","OUT019",-336
"FDA37","OUT027",3485
"FDH46","OUT018",1469
"FDS25","OUT035",1991
"FDH04","OUT027",2901
"FDX52","OUT046",3083
"NCD42","OUT017",779
"FDW47","OUT017",2091
"FDL25","OUT027",2949
"NCJ06","OUT010",-23
"FDY09","OUT013",2832
"FDS40","OUT046",659
"FDH41","OUT017",3503
"FDG38","OUT035",1639
"FDU03","OUT027",4317
"FDV20","OUT046",2139
"DRB13","OUT045",3023
"NCQ30","OUT013",1972
"NCH06","OUT013",3888
"FDU50","OUT018",1633
"NCO42","OUT019",408
"FDW09","OUT018",1137
"FDH04","OUT013",1568
"FDC21","OUT045",1767
"FDL21","OUT049",819
"FDM46","OUT010",-515
"FDT22","OUT019",-968
"FDB28","OUT035",3287
"FDI12","OUT018",1249
"FDA28","OUT045",1987
"FDF59","OUT013",2132
"FDM45","OUT027",3381
"FDQ56","OUT017",1499
"FDR46","OUT049",2347
"FDT01","OUT013",3416
"FDD16","OUT027",2613
"NCU30","OUT010",621
"FDM40","OUT010",245
"FDI56","OUT035",1727
"NCS30","OUT013",2052
"FDU08","OUT017",1779
"FDX51","OUT027",4573
"FDA43","OUT045",3099
"FDX59","OUT010",-1351
"FDC37","OUT018",1513
"FDP58","OUT013",3476
"NCY42","OUT035",2455
"FDF21","OUT018",2873
"FDU10","OUT027",2101
"DRL47","OUT018",1793
"FDA58","OUT018",3569
"FDJ22","OUT049",3091
"FDK50","OUT046",2579
"FDO38","OUT035",1479
"DRF60","OUT035",3967
"NCZ42","OUT019",1840
"FDD35","OUT049",2035
"FDL25","OUT045",1483
"FDJ16","OUT013",956
"DRK59","OUT049",3787
"FDI50","OUT046",3755
"NCB19","OUT045",1311
"DRI37","OUT035",1135
"FDA14","OUT027",3725
"FDC08","OUT018",3441
"FDS45","OUT046",1755
"FDI21","OUT049",1151
"DRJ47","OUT035",2967
"DRE37","OUT027",4365
"FDT55","OUT018",2389
"NCG42","OUT027",3453
"FDA31","OUT049",2811
"NCW42","OUT046",3523
"FDF50","OUT017",3219
"FDK56","OUT049",3043
"FDX10","OUT035",823
"NCK07","OUT027",3997
"FDZ49","OUT017",3663
"FDR33","OUT013",1816
"FDO44","OUT018",1637
"FDA20","OUT046",3019
"NCL30","OUT045",1955
"FDI05","OUT019",-736
"FDQ12","OUT018",3417
"FDH47","OUT017",1783
"FDH34","OUT018",2745
"FDF29","OUT046",2155
"FDG40","OUT018",361
"NCE18","OUT017",4051
"FDP21","OUT010",1133
"FDY50","OUT013",1416
"FDB36","OUT049",2227
"NCZ29","OUT049",2099
"FDU20","OUT018",1789
"FDO56","OUT013",2036
"FDW31","OUT049",3299
"DRH59","OUT013",1284
"NCB30","OUT017",3247
"FDK43","OUT027",3485
"FDW43","OUT045",3667
"NCL19","OUT017",2387
"FDJ27","OUT046",1651
"FDC45","OUT046",2779
"FDY40","OUT035",1047
"NCM41","OUT035",1687
"NCK18","OUT019",720
"FDP37","OUT049",2139
"FDA27","OUT027",5461
"NCX30","OUT035",4079
"FDR09","OUT017",4167
"FDG08","OUT027",4181
"NCU30","OUT013",2656
"FDB16","OUT017",1523
"FDM16","OUT017",1363
"FDC48","OUT013",1420
"NCF18","OUT046",2971
"FDU46","OUT018",1129
"FDH41","OUT018",3149
"NCN42","OUT010",389
"FDU49","OUT046",1515
"FDB20","OUT027",2725
"FDG50","OUT019",-400
"FDW20","OUT045",1959
"NCO55","OUT049",1791
"FDX48","OUT046",2539
"FDU48","OUT046",2147
"FDR48","OUT019",464
"FDK27","OUT013",2064
"FDT35","OUT013",2724
"FDN12","OUT049",1835
"NCE31","OUT019",-1392
"FDL21","OUT017",883
"FDV56","OUT017",1947
"FDR16","OUT017",3527
"NCP41","OUT049",1843
"FDJ27","OUT013",1716
"FDA07","OUT017",2195
"FDK55","OUT049",1543
"FDM33","OUT049",3543
"FDY46","OUT046",2987
"FDD36","OUT046",1931
"FDB12","OUT027",3077
"FDF28","OUT019",144
"NCE07","OUT019",384
"FDW50","OUT027",3989
"NCW18","OUT017",3835
"NCJ17","OUT019",-608
"DRZ24","OUT010",-39
"FDS07","OUT035",2111
"NCW05","OUT010",-287
"FDZ22","OUT018",1137
"FDK02","OUT046",1963
"FDZ45","OUT027",4549
"FDL25","OUT046",1531
"FDS08","OUT045",2783
"NCZ42","OUT027",5125
"FDX57","OUT035",1799
"FDF21","OUT046",3115
"FDJ56","OUT018",1349
"FDX10","OUT013",680
"DRG48","OUT035",2519
"DRN37","OUT046",2643
"NCY41","OUT018",365
"FDN28","OUT045",1647
"FDE34","OUT045",2799
"FDR10","OUT045",2567
"FDC32","OUT017",1647
"DRG13","OUT046",2619
"FDP59","OUT049",1799
"NCT53","OUT010",681
"FDL57","OUT027",5501
"FDN32","OUT010",1085
"FDK09","OUT018",3357
"FDA52","OUT010",849
"FDC57","OUT049",3219
"FDI09","OUT035",4183
"NCB07","OUT046",3107
"FDP26","OUT035",1775
"FDP40","OUT027",3237
"FDL15","OUT013",2492
"FDV07","OUT046",1883
"FDS03","OUT017",1203
"FDE50","OUT049",3107
"FDQ15","OUT017",1419
"FDQ33","OUT010",429
"FDT22","OUT013",980
"DRO35","OUT035",2087
"FDJ41","OUT049",4171
"FDQ27","OUT035",1943
"FDC26","OUT017",1919
"NCF43","OUT027",3685
"NCR50","OUT035",2615
"FDE39","OUT018",1677
"FDN49","OUT027",2133
"DRG11","OUT035",1911
"NCA18","OUT049",1915
"FDM36","OUT018",2565
"FDW32","OUT017",1575
"NCQ18","OUT010",-447
"FDX14","OUT027",2605
"FDD46","OUT017",2511
"FDI34","OUT019",1776
"NCJ17","OUT035",1527
"FDB52","OUT035",4231
"FDV55","OUT018",2085
"FDC57","OUT046",3139
"FDB29","OUT046",1883
"NCO43","OUT035",1799
"FDG44","OUT045",839
"FDJ34","OUT045",1983
"FDH40","OUT049",1415
"NCD07","OUT027",3173
"FDB41","OUT017",895
"FDH47","OUT018",1369
"DRK37","OUT035",3255
"FDM25","OUT019",976
"NCX06","OUT045",2827
"NCS05","OUT017",2271
"FDS39","OUT045",2251
"FDC47","OUT027",4957
"FDG20","OUT013",2936
"DRL23","OUT017",1863
"FDY33","OUT013",2592
"NCH18","OUT045",3775
"FDX47","OUT035",2727
"NCB06","OUT045",2459
"FDP36","OUT049",979
"FDW44","OUT018",2617
"NCU41","OUT018",2825
"NCS17","OUT046",1547
"FDD46","OUT035",2623
"FDE45","OUT017",3003
"FDI09","OUT017",4107
"NCJ54","OUT010",1733
"NCA29","OUT018",2501
"NCN41","OUT027",3373
"FDY34","OUT035",2871
"NCG55","OUT035",2023
"DRM49","OUT046",739
"NCB42","OUT049",1951
"FDE58","OUT045",1811
"DRJ25","OUT013",832
"FDS47","OUT010",-591
"FDY21","OUT049",3147
"NCI54","OUT013",1824
"FDO24","OUT017",2591
"FDY43","OUT035",2903
"FDF35","OUT018",1489
"NCP29","OUT019",-912
"FDN28","OUT027",3085
"FDJ50","OUT018",693
"FDQ14","OUT027",3773
"FDC37","OUT035",1959
"FDN08","OUT046",1995
"FDD04","OUT035",2423
"FDW34","OUT018",3641
"FDP04","OUT017",1199
"NCG07","OUT017",3079
"NCN14","OUT018",2669
"FDJ16","OUT045",855
"NCM42","OUT045",1679
"NCF19","OUT046",819
"FDY21","OUT018",2837
"FDY19","OUT035",2103
"FDV09","OUT045",2347
"FDA28","OUT013",2120
"FDC38","OUT018",1905
"FDL28","OUT045",3607
"NCH43","OUT049",3475
"NCN53","OUT045",547
"NCW05","OUT017",1815
"NCO30","OUT018",2717
"FDT04","OUT019",-1336
"FDB27","OUT018",2869
"NCK07","OUT013",2684
"NCA53","OUT013",896
"FDB33","OUT018",2393
"FDU37","OUT017",1459
"FDR13","OUT035",2119
"FDE45","OUT049",2955
"FDV37","OUT017",3283
"FDX44","OUT019",-392
"NCL06","OUT017",4215
"FDJ28","OUT045",2963
"FDX55","OUT049",3579
"NCK17","OUT018",477
"FDH52","OUT035",1239
"FDN13","OUT027",3021
"FDK44","OUT018",2517
"FDU16","OUT046",1363
"FDZ07","OUT017",1175
"NCN06","OUT027",3957
"FDH02","OUT010",-371
"NCW18","OUT045",3667
"FDH57","OUT013",2188
"FDV35","OUT045",2379
"NCU29","OUT013",2392
"NCP02","OUT046",1019
"FDN44","OUT013",2680
"FDX03","OUT018",581
"FDR11","OUT010",557
"FDA36","OUT046",2987
"FDP58","OUT027",4805
"FDH31","OUT045",1591
"FDH34","OUT035",3143
"FDS13","OUT035",4343
"FDT01","OUT018",3245
"FDY09","OUT049",2887
"FDV33","OUT027",5525
"NCW29","OUT010",145
"NCN17","OUT045",1595
"FDX01","OUT046",1947
"FDL03","OUT049",3267
"DRL59","OUT049",995
"DRM11","OUT027",5541
"FDA43","OUT049",3231
"FDZ56","OUT010",889
"FDI44","OUT018",1061
"FDB50","OUT013",1316
"FDU15","OUT019",-1352
"NCJ19","OUT019",-960
"FDD48","OUT013",1932
"NCW42","OUT035",3655
"FDL24","OUT017",2959
"NCB30","OUT013",3176
"FDK25","OUT013",2764
"FDW28","OUT049",3131
"FDD47","OUT017",2891
"FDK16","OUT019",-472
"FDW37","OUT046",1491
"FDA48","OUT035",3671
"FDA14","OUT017",2419
"FDV15","OUT013",1668
"FDN22","OUT049",4043
"NCD55","OUT045",627
"FDY43","OUT013",2748
"NCU05","OUT017",1427
"FDF10","OUT035",2535
"FDR39","OUT018",2701
"FDG40","OUT013",620
"FDZ28","OUT019",160
"FDE02","OUT045",1427
"FDU60","OUT049",2799
"FDM21","OUT013",4108
"FDV52","OUT019",-72
"NCW06","OUT013",3064
"FDX36","OUT035",3767
"FDT35","OUT027",4133
"NCL19","OUT010",345
"NCD31","OUT046",2627
"FDE53","OUT019",-176
"FDW58","OUT019",-152
"DRF48","OUT046",3003
"FDW57","OUT035",2999
"DRH13","OUT017",1851
"FDT33","OUT013",2776
"DRK47","OUT027",4989
"FDY22","OUT010",293
"FDC35","OUT019",1376
"FDO03","OUT013",3752
"FDF24","OUT045",1335
"FDF56","OUT018",2693
"FDD28","OUT013",984
"FDG53","OUT027",3653
"FDO27","OUT019",-384
"NCF54","OUT018",2481
"FDC20","OUT027",2381
"FDU10","OUT046",715
"DRA24","OUT018",2417
"FDA02","OUT010",405
"FDG10","OUT017",1135
"FDW39","OUT010",1005
"FDP04","OUT019",-832
"NCM55","OUT013",2976
"FDG47","OUT045",4091
"NCU41","OUT017",3171
"NCK31","OUT017",983
"FDZ46","OUT045",1699
"FDU13","OUT027",3741
"NCF19","OUT045",751
"NCJ43","OUT013",2784
"NCJ05","OUT045",2395
"FDS04","OUT027",3597
"FDX28","OUT010",-283
"FDB41","OUT027",2181
"FDG53","OUT046",2235
"FDL15","OUT010",525
"FDQ08","OUT049",1055
"DRN36","OUT013",1608
"FDI46","OUT013",4040
"FDG16","OUT027",4765
"FDV32","OUT013",1116
"FDF44","OUT010",269
"FDK04","OUT018",701
"NCA41","OUT013",3132
"FDD51","OUT017",795
"NCZ53","OUT045",2959
"FDP01","OUT027",3901
"FDY25","OUT049",3007
"FDB17","OUT018",2629
"NCV54","OUT018",1677
"FDJ32","OUT017",1207
"FDA37","OUT049",2139
"FDG35","OUT035",3031
"NCM05","OUT018",3989
"FDG45","OUT046",3467
"FDH28","OUT013",712
"NCE18","OUT049",3999
"FDH38","OUT045",1887
"FDR56","OUT013",3264
"FDH17","OUT027",3005
"FDD39","OUT049",3483
"FDB41","OUT049",863
"NCR53","OUT046",3523
"FDX46","OUT017",1115
"FDV28","OUT049",727
"FDA08","OUT018",2501
"FDH45","OUT017",899
"NCS38","OUT010",-159
"FDD40","OUT010",1173
"DRM59","OUT035",2679
"NCJ43","OUT018",2569
"NCN29","OUT013",920
"NCC19","OUT045",2935
"FDR56","OUT035",3375
"FDZ43","OUT049",3983
"FDJ32","OUT010",-867
"DRH03","OUT017",1591
"NCZ54","OUT035",2751
"FDE26","OUT017",2463
"FDS03","OUT045",999
"DRZ24","OUT019",-48
"FDO48","OUT027",4965
"FDW39","OUT049",2923
"NCK05","OUT049",1095
"NCK30","OUT017",4175
"FDT27","OUT018",3425
"FDS08","OUT019",960
"NCJ19","OUT049",947
"FDC58","OUT045",695
"DRE37","OUT013",3004
"FDW02","OUT035",2247
"FDJ02","OUT010",525
"FDX09","OUT045",2811
"FDT31","OUT010",1125
"FDI24","OUT049",2895
"FDY09","OUT045",2767
"FDV28","OUT045",387
"DRM47","OUT049",3135
"FDT52","OUT019",2016
"FDI48","OUT018",721
"FDY55","OUT017",4207
"FDU48","OUT013",2168
"FDN25","OUT045",939
"FDP20","OUT049",2151
"FDJ15","OUT013",3024
"FDD04","OUT018",1969
"FDY58","OUT045",3587
"FDR37","OUT018",2757
"FDF44","OUT013",2216
"FDD32","OUT045",1375
"FDR57","OUT017",2675
"DRG39","OUT027",2277
"FDX15","OUT017",2615
"DRN37","OUT045",2547
"FDW40","OUT027",3717
"FDB32","OUT049",1643
"FDM40","OUT018",1997
"FDE39","OUT027",3317
"DRH49","OUT017",1463
"FDT46","OUT049",911
"NCF06","OUT035",4247
"FDP07","OUT017",3263
"FDC04","OUT013",3828
"FDZ32","OUT017",1891
"FDD50","OUT045",2619
"FDU56","OUT017",3111
"FDV34","OUT017",1363
"NCY41","OUT013",640
"NCK18","OUT046",2651
"DRH25","OUT049",943
"FDT57","OUT046",3803
"FDV56","OUT018",1601
"FDV12","OUT045",1559
"FDN52","OUT017",1543
"FDX38","OUT035",1007
"FDE47","OUT018",1793
"NCO07","OUT013",3420
"FDV09","OUT027",3821
"FDZ23","OUT019",1072
"DRH51","OUT018",1149
"NCY54","OUT045",2551
"DRG49","OUT013",3928
"NCC19","OUT049",3083
"NCV53","OUT045",3779
"FDZ47","OUT019",-176
"NCO26","OUT018",1581
"NCP02","OUT045",927
"NCW30","OUT018",3881
"NCN55","OUT046",3819
"FDB20","OUT010",-647
"DRL11","OUT013",2568
"DRD60","OUT045",2791
"FDW14","OUT010",-455
"FDL27","OUT010",-791
"FDU09","OUT018",733
"DRH36","OUT027",2621
"FDP34","OUT027",3821
"FDE04","OUT017",2999
